时间,收盘点位,PB市值加权,温度
2014/2/14,2295.575,1.3165,4.8
2014/2/13,2279.554,1.3101,4.4
2014/2/12,2291.246,1.3132,4.7
2014/2/11,2285.562,1.3118,4.7
2014/2/10,2267.534,1.2999,3.9
2014/2/7,2212.483,1.2756,2.7
2014/1/30,2202.45,1.2732,2.6
2014/1/29,2227.781,1.2858,3.2
2014/1/28,2219.855,1.2806,3
2014/1/27,2215.919,1.2767,2.8
2014/1/24,2245.678,1.2931,3.6
2014/1/23,2231.889,1.2873,3.3
2014/1/22,2243.796,1.2962,3.8
2014/1/21,2187.41,1.2703,2.5
2014/1/20,2165.993,1.2613,2
2014/1/17,2178.488,1.2705,2.5
2014/1/16,2211.844,1.2815,3
2014/1/15,2208.941,1.2828,3
2014/1/14,2212.846,1.2863,3.2
2014/1/13,2193.679,1.2781,2.8
2014/1/10,2204.851,1.2787,2.8
2014/1/9,2222.221,1.286,3.2
2014/1/8,2241.911,1.2965,3.8
2014/1/7,2238.001,1.2984,3.8
2014/1/6,2238.637,1.301,4
2014/1/3,2290.779,1.3206,5.2
2014/1/2,2321.978,1.3366,6.5
2013/12/31,2330.026,1.3417,6.9
2013/12/30,2299.458,1.3273,5.8
2013/12/27,2303.478,1.3328,6.1
2013/12/26,2265.334,1.3149,4.8
2013/12/25,2305.11,1.3356,6.4
2013/12/24,2288.248,1.3277,5.8
2013/12/23,2284.602,1.3268,5.7
2013/12/20,2278.136,1.3174,4.9
2013/12/19,2332.41,1.3496,7.9
2013/12/18,2357.226,1.361,8.9
2013/12/17,2356.376,1.3627,9.2
2013/12/16,2367.923,1.3689,10
2013/12/13,2406.639,1.3583,8.8
2013/12/12,2410.015,1.3639,9.3
2013/12/11,2412.763,1.3659,9.6
2013/12/10,2453.322,1.3877,11.7
2013/12/9,2450.872,1.3891,11.8
2013/12/6,2452.287,1.3906,11.9
2013/12/5,2468.197,1.3957,12.2
2013/12/4,2475.135,1.4008,12.8
2013/12/3,2442.784,1.3876,11.7
2013/12/2,2418.788,1.3821,11.2
2013/11/29,2438.944,1.3766,10.8
2013/11/28,2439.53,1.3787,10.9
2013/11/27,2414.481,1.3664,9.6
2013/11/26,2387.416,1.3554,8.4
2013/11/25,2388.629,1.359,8.8
2013/11/22,2397.962,1.3676,9.9
2013/11/21,2409.989,1.3707,10.2
2013/11/20,2424.85,1.372,10.4
2013/11/19,2412.163,1.3651,9.5
2013/11/18,2428.903,1.3707,10.2
2013/11/15,2350.734,1.3328,6.1
2013/11/14,2304.501,1.3131,4.7
2013/11/13,2288.116,1.3071,4.2
2013/11/12,2340,1.3316,6
2013/11/11,2315.889,1.3218,5.3
2013/11/8,2307.945,1.3179,4.9
2013/11/7,2340.552,1.3309,6
2013/11/6,2353.568,1.334,6.2
2013/11/5,2383.769,1.3457,7.3
2013/11/4,2380.454,1.3442,7.2
2013/11/1,2384.96,1.3464,7.4
2013/10/31,2373.718,1.3389,6.8
2013/10/30,2407.471,1.379,11
2013/10/29,2372.053,1.3746,10.6
2013/10/28,2365.954,1.3711,10.3
2013/10/25,2368.559,1.3799,11.1
2013/10/24,2400.511,1.3987,12.5
2013/10/23,2418.491,1.4129,14.2
2013/10/22,2445.891,1.4266,15.8
2013/10/21,2471.322,1.4387,16.8
2013/10/18,2426.054,1.4186,14.9
2013/10/17,2413.33,1.4148,14.3
2013/10/16,2421.371,1.4168,14.7
2013/10/15,2467.517,1.4363,16.6
2013/10/14,2472.542,1.4426,17
2013/10/11,2468.508,1.4399,16.9
2013/10/10,2429.317,1.4188,15
2013/10/9,2453.583,1.4318,16.3
2013/10/8,2441.811,1.4272,15.9
2013/9/30,2409.037,1.4128,14.1
2013/9/27,2394.971,1.4065,13.4
2013/9/26,2384.443,1.402,12.9
2013/9/25,2429.03,1.4236,15.6
2013/9/24,2443.885,1.4304,16.2
2013/9/23,2472.288,1.4449,17.3
2013/9/18,2432.51,1.427,15.9
2013/9/17,2427.322,1.4247,15.7
2013/9/16,2478.39,1.4529,18.1
2013/9/13,2488.902,1.4577,18.6
2013/9/12,2507.455,1.4706,20.3
2013/9/11,2482.889,1.4544,18.3
2013/9/10,2474.894,1.4509,17.9
2013/9/9,2440.609,1.439,16.9
2013/9/6,2357.782,1.3854,11.5
2013/9/5,2341.735,1.3782,10.9
2013/9/4,2350.699,1.3843,11.4
2013/9/3,2354.502,1.385,11.5
2013/9/2,2320.344,1.3681,9.9
2013/8/30,2313.91,1.3676,9.9
2013/8/29,2318.311,1.3805,11.1
2013/8/28,2328.056,1.3929,12
2013/8/27,2340.881,1.3995,12.7
2013/8/26,2335.616,1.4005,12.7
2013/8/23,2286.929,1.3862,11.6
2013/8/22,2303.932,1.3984,12.5
2013/8/21,2308.589,1.4029,13
2013/8/20,2312.465,1.4043,13.1
2013/8/19,2331.43,1.4153,14.4
2013/8/16,2304.144,1.4083,13.6
2013/8/15,2321.576,1.4143,14.3
2013/8/14,2349.08,1.4271,15.9
2013/8/13,2359.068,1.4326,16.4
2013/8/12,2352.794,1.4317,16.3
2013/8/9,2286.01,1.3975,12.4
2013/8/8,2276.782,1.3937,12.1
2013/8/7,2280.623,1.3948,12.2
2013/8/6,2293.641,1.4045,13.2
2013/8/5,2278.329,1.3989,12.6
2013/8/2,2247.263,1.3843,11.4
2013/8/1,2245.364,1.3848,11.5
2013/7/31,2193.021,1.3614,8.9
2013/7/30,2189.388,1.3595,8.9
2013/7/29,2175.97,1.3476,7.5
2013/7/26,2224.008,1.3724,10.5
2013/7/25,2237.683,1.3803,11.1
2013/7/24,2249.151,1.3858,11.6
2013/7/23,2265.845,1.3937,12.1
2013/7/22,2202.189,1.3671,9.8
2013/7/19,2190.478,1.3614,8.9
2013/7/18,2245.328,1.3794,11
2013/7/17,2282.836,1.3963,12.3
2013/7/16,2317.848,1.4123,14.1
2013/7/15,2307.297,1.4093,13.7
2013/7/12,2275.373,1.3983,12.5
2013/7/11,2326.688,1.4231,15.5
2013/7/10,2224.065,1.3729,10.5
2013/7/9,2162.669,1.3466,7.4
2013/7/8,2163.619,1.3431,7.1
2013/7/5,2226.849,1.3698,10.1
2013/7/4,2221.979,1.3646,9.4
2013/7/3,2203.828,1.3567,8.6
2013/7/2,2221.984,1.3652,9.5
2013/7/1,2213.317,1.3588,8.8
2013/6/28,2200.639,1.3272,5.8
2013/6/27,2160.735,1.2972,3.8
2013/6/26,2168.297,1.2936,3.6
2013/6/25,2165.421,1.2925,3.5
2013/6/24,2171.21,1.2932,3.6
2013/6/21,2317.394,1.3642,9.4
2013/6/20,2321.466,1.3702,10.2
2013/6/19,2400.765,1.4098,13.8
2013/6/18,2418.745,1.4184,14.9
2013/6/17,2403.839,1.41,13.8
2013/6/14,2416.771,1.4166,14.6
2013/6/13,2399.937,1.409,13.7
2013/6/7,2484.16,1.448,17.6
2013/6/6,2527.845,1.4662,19.6
2013/6/5,2560.539,1.4795,21.6
2013/6/4,2565.666,1.4804,21.9
2013/6/3,2602.623,1.4955,24.5
2013/5/31,2606.426,1.4937,24.1
2013/5/30,2634.323,1.5061,26.4
2013/5/29,2642.561,1.5119,27.3
2013/5/28,2644.359,1.5118,27.3
2013/5/27,2599.587,1.49,23.6
2013/5/24,2597.228,1.4897,23.5
2013/5/23,2582.849,1.4842,22.5
2013/5/22,2618.034,1.503,25.9
2013/5/21,2614.853,1.503,25.9
2013/5/20,2609.607,1.5014,25.6
2013/5/17,2592.048,1.4919,23.9
2013/5/16,2552.709,1.4704,20.2
2013/5/15,2506.925,1.4505,17.8
2013/5/14,2493.338,1.446,17.4
2013/5/13,2530.768,1.4647,19.3
2013/5/10,2540.836,1.4709,20.3
2013/5/9,2527.794,1.4645,19.2
2013/5/8,2542.798,1.473,20.5
2013/5/7,2529.938,1.4649,19.4
2013/5/6,2525.983,1.4636,19.1
2013/5/3,2492.912,1.4479,17.6
2013/5/2,2449.639,1.4271,15.9
2013/4/26,2447.306,1.4594,18.8
2013/4/25,2467.875,1.494,24.2
2013/4/24,2495.579,1.5095,26.9
2013/4/23,2449.471,1.4898,23.6
2013/4/22,2530.67,1.5328,30.4
2013/4/19,2533.827,1.5373,30.8
2013/4/18,2464.851,1.5041,26.1
2013/4/17,2458.473,1.5031,25.9
2013/4/16,2459.592,1.5062,26.4
2013/4/15,2436.818,1.4979,24.9
2013/4/12,2462.112,1.5134,27.7
2013/4/11,2477.876,1.5208,28.8
2013/4/10,2485.309,1.5241,29.1
2013/4/9,2489.43,1.5246,29.2
2013/4/8,2472.299,1.517,28.1
2013/4/3,2483.547,1.526,29.5
2013/4/2,2486.391,1.5253,29.4
2013/4/1,2493.187,1.5273,29.7
2013/3/29,2495.083,1.5323,30.4
2013/3/28,2499.302,1.5359,30.7
2013/3/27,2583.53,1.5895,35.5
2013/3/26,2575.05,1.5985,36.1
2013/3/25,2613.097,1.6285,39.6
2013/3/22,2618.308,1.6355,40.4
2013/3/21,2614.988,1.6338,40.2
2013/3/20,2610.174,1.632,40
2013/3/19,2525.097,1.5878,35.4
2013/3/18,2502.493,1.5758,34.6
2013/3/15,2539.873,1.6076,37.2
2013/3/14,2534.273,1.6003,36.3
2013/3/13,2527.486,1.5949,35.8
2013/3/12,2555.615,1.6097,37.5
2013/3/11,2592.372,1.623,38.9
2013/3/8,2606.927,1.63,39.8
2013/3/7,2619.479,1.6332,40.2
2013/3/6,2650.202,1.651,42.4
2013/3/5,2622.807,1.6391,40.8
2013/3/4,2545.715,1.6007,36.3
2013/3/1,2668.836,1.6628,43.8
2013/2/28,2673.327,1.6706,45
2013/2/27,2594.677,1.6338,40.2
2013/2/26,2567.595,1.6183,38.2
2013/2/25,2604.96,1.6409,41
2013/2/22,2596.604,1.6356,40.4
2013/2/21,2610.549,1.6456,41.4
2013/2/20,2702.635,1.6986,49.6
2013/2/19,2685.606,1.6921,48.5
2013/2/18,2737.471,1.7195,52.3
2013/2/8,2771.725,1.7315,53.7
2013/2/7,2759.87,1.7233,52.6
2013/2/6,2775.844,1.7379,54.1
2013/2/5,2771.675,1.7375,54.1
2013/2/4,2748.028,1.7368,54.1
2013/2/1,2743.324,1.7299,53.5
2013/1/31,2686.882,1.7014,49.9
2013/1/30,2688.711,1.6977,49.4
2013/1/29,2675.866,1.6777,46.3
2013/1/28,2651.863,1.6707,45
2013/1/25,2571.674,1.6311,39.9
2013/1/24,2582.755,1.6412,41
2013/1/23,2607.456,1.6485,41.9
2013/1/22,2596.898,1.6442,41.3
2013/1/21,2610.898,1.6492,42
2013/1/18,2595.439,1.6447,41.3
2013/1/17,2552.758,1.6224,38.8
2013/1/16,2577.092,1.64,40.8
2013/1/15,2595.856,1.6546,42.9
2013/1/14,2577.725,1.649,42
2013/1/11,2483.23,1.5989,36.2
2013/1/10,2530.569,1.6228,38.8
2013/1/9,2526.126,1.618,38.1
2013/1/8,2525.33,1.6189,38.3
2013/1/7,2535.985,1.6306,39.9
2013/1/4,2524.409,1.6279,39.5
2012/12/31,2522.952,1.6104,37.6
2012/12/28,2480.049,1.5836,35.1
2012/12/27,2444.594,1.565,33.8
2012/12/26,2457.619,1.5736,34.5
2012/12/25,2448.395,1.5722,34.3
2012/12/24,2381.217,1.5318,30.3
2012/12/21,2372.002,1.5287,29.9
2012/12/20,2384.816,1.5414,31.5
2012/12/19,2371.109,1.5373,30.8
2012/12/18,2368.12,1.5369,30.8
2012/12/17,2366.7,1.5342,30.6
2012/12/14,2355.865,1.5295,30
2012/12/13,2242.635,1.4649,19.4
2012/12/12,2267.767,1.4792,21.4
2012/12/11,2258.5,1.4731,20.5
2012/12/10,2271.046,1.4784,21.3
2012/12/7,2246.757,1.4646,19.3
2012/12/6,2203.602,1.4442,17.2
2012/12/5,2207.878,1.4458,17.4
2012/12/4,2131.473,1.4064,13.4
2012/12/3,2108.85,1.3966,12.3
2012/11/30,2139.661,1.4086,13.6
2012/11/29,2115.676,1.3987,12.5
2012/11/28,2129.161,1.405,13.2
2012/11/27,2150.638,1.4127,14.1
2012/11/26,2175.599,1.4227,15.4
2012/11/23,2192.676,1.4299,16.1
2012/11/22,2177.546,1.4217,15.3
2012/11/21,2194.896,1.431,16.2
2012/11/20,2164.881,1.4166,14.6
2012/11/19,2174.985,1.4228,15.4
2012/11/16,2177.24,1.4236,15.6
2012/11/15,2193.623,1.4348,16.5
2012/11/14,2223.11,1.4521,18
2012/11/13,2212.44,1.4469,17.5
2012/11/12,2251.848,1.4664,19.6
2012/11/9,2240.924,1.4608,18.8
2012/11/8,2245.405,1.4624,19
2012/11/7,2287.505,1.4827,22.3
2012/11/6,2292.206,1.4831,22.3
2012/11/5,2301.88,1.4873,23.2
2012/11/2,2306.774,1.4902,23.7
2012/11/1,2297.884,1.4821,22.2
2012/10/31,2254.82,1.4576,18.5
2012/10/30,2239.882,1.4779,21.2
2012/10/29,2235.854,1.4795,21.6
2012/10/26,2247.907,1.5034,26
2012/10/25,2291.239,1.5349,30.6
2012/10/24,2307.779,1.5444,31.7
2012/10/23,2312.077,1.5464,31.9
2012/10/22,2341.592,1.5613,33.5
2012/10/19,2332.47,1.5557,33
2012/10/18,2336.077,1.5583,33.2
2012/10/17,2300.803,1.5406,31.4
2012/10/16,2298.162,1.5373,30.8
2012/10/15,2294.857,1.5375,31
2012/10/12,2304.531,1.5409,31.4
2012/10/11,2302.533,1.5374,30.9
2012/10/10,2324.117,1.5475,32.1
2012/10/9,2320.157,1.5461,31.9
2012/10/8,2270.054,1.5172,28.2
2012/9/28,2293.106,1.5276,29.7
2012/9/27,2251.717,1.5053,26.3
2012/9/26,2184.891,1.4645,19.2
2012/9/25,2210.154,1.4789,21.4
2012/9/24,2215.516,1.4802,21.9
2012/9/21,2199.063,1.4754,20.9
2012/9/20,2195.951,1.473,20.5
2012/9/19,2246.236,1.5005,25.3
2012/9/18,2235.239,1.4963,24.6
2012/9/17,2258.705,1.5084,26.7
2012/9/14,2315.542,1.5377,31
2012/9/13,2298.461,1.5259,29.5
2012/9/12,2320.071,1.5357,30.7
2012/9/11,2311.89,1.5335,30.5
2012/9/10,2326.666,1.5446,31.7
2012/9/7,2317.179,1.5415,31.5
2012/9/6,2217.823,1.4843,22.6
2012/9/5,2199.875,1.4754,20.9
2012/9/4,2204.407,1.482,22.1
2012/9/3,2228.369,1.4954,24.5
2012/8/31,2204.868,1.4897,23.5
2012/8/30,2211.37,1.5074,26.6
2012/8/29,2214.814,1.5119,27.3
2012/8/28,2238.411,1.5308,30.1
2012/8/27,2228.204,1.5203,28.7
2012/8/24,2275.677,1.5619,33.5
2012/8/23,2302.199,1.5849,35.2
2012/8/22,2295.586,1.586,35.3
2012/8/21,2313.703,1.5951,35.9
2012/8/20,2301.788,1.5907,35.7
2012/8/17,2313.476,1.6008,36.4
2012/8/16,2319.67,1.6018,36.4
2012/8/15,2331.615,1.6074,37.1
2012/8/14,2357.016,1.6258,39.2
2012/8/13,2351.931,1.6234,38.9
2012/8/10,2399.751,1.6485,41.9
2012/8/9,2411.7,1.6545,42.9
2012/8/8,2389.795,1.645,41.4
2012/8/7,2388.873,1.6407,41
2012/8/6,2385.611,1.6418,41.1
2012/8/3,2353.737,1.6288,39.6
2012/8/2,2334.882,1.6166,38
2012/8/1,2358.651,1.6262,39.2
2012/7/31,2332.922,1.6125,37.7
2012/7/30,2335.793,1.6114,37.6
2012/7/27,2349.108,1.6201,38.4
2012/7/26,2347.488,1.6154,37.8
2012/7/25,2360.083,1.6218,38.6
2012/7/24,2375.992,1.6291,39.7
2012/7/23,2365.431,1.6271,39.4
2012/7/20,2398.455,1.6495,42.1
2012/7/19,2424.322,1.6639,44.1
2012/7/18,2414.335,1.6529,42.7
2012/7/17,2414.201,1.6505,42.3
2012/7/16,2399.731,1.6411,41
2012/7/13,2450.633,1.6635,44
2012/7/12,2449.181,1.6609,43.5
2012/7/11,2425.572,1.6534,42.7
2012/7/10,2406.706,1.6465,41.6
2012/7/9,2416.036,1.6492,42
2012/7/6,2472.614,1.6857,47.8
2012/7/5,2430.37,1.669,44.7
2012/7/4,2464.919,1.6824,47.2
2012/7/3,2468.721,1.6835,47.5
2012/7/2,2465.238,1.681,47
2012/6/29,2461.612,1.6616,43.7
2012/6/28,2425.729,1.64,40.8
2012/6/27,2447.195,1.6526,42.6
2012/6/26,2454.915,1.6553,43
2012/6/25,2456.518,1.6543,42.8
2012/6/21,2512.185,1.6758,46
2012/6/20,2552.611,1.6982,49.5
2012/6/19,2558.621,1.695,48.9
2012/6/18,2581.212,1.7057,50.5
2012/6/15,2568.054,1.6995,49.7
2012/6/14,2560.421,1.6893,48.4
2012/6/13,2580.636,1.6953,49
2012/6/12,2540.178,1.6703,45
2012/6/11,2558.265,1.6809,46.9
2012/6/8,2524.329,1.6612,43.6
2012/6/7,2542.184,1.669,44.7
2012/6/6,2557.401,1.6741,45.6
2012/6/5,2558.842,1.6737,45.6
2012/6/4,2559.026,1.6711,45.1
2012/6/1,2632.998,1.7131,51.7
2012/5/31,2632.042,1.7112,51.5
2012/5/30,2642.258,1.7185,52.2
2012/5/29,2650.854,1.7241,52.7
2012/5/28,2614.689,1.7054,50.4
2012/5/25,2573.103,1.6827,47.3
2012/5/24,2595.26,1.6936,48.8
2012/5/23,2616.869,1.7026,50.1
2012/5/22,2627.525,1.7106,51.3
2012/5/21,2587.231,1.6933,48.8
2012/5/18,2573.976,1.6863,47.9
2012/5/17,2613.942,1.7102,51.3
2012/5/16,2574.647,1.6882,48.2
2012/5/15,2617.374,1.7114,51.5
2012/5/14,2615.534,1.7146,51.9
2012/5/11,2636.917,1.7281,53.3
2012/5/10,2657.214,1.7398,54.3
2012/5/9,2657.514,1.7399,54.3
2012/5/8,2709.116,1.7691,56.4
2012/5/7,2717.778,1.7735,56.6
2012/5/4,2715.879,1.7737,56.6
2012/5/3,2691.518,1.7641,56.1
2012/5/2,2683.487,1.7635,56
2012/4/27,2626.157,1.7716,56.5
2012/4/26,2631.487,1.7993,57.8
2012/4/25,2625.99,1.8025,58
2012/4/24,2604.866,1.7939,57.4
2012/4/23,2606.038,1.7941,57.5
2012/4/20,2626.839,1.8092,58.3
2012/4/19,2596.056,1.7912,57.4
2012/4/18,2599.908,1.7953,57.6
2012/4/17,2541.883,1.7628,56
2012/4/16,2574.044,1.7784,56.8
2012/4/13,2580.454,1.7833,57.1
2012/4/12,2570.436,1.7794,56.9
2012/4/11,2520.036,1.7485,54.9
2012/4/10,2519.788,1.7497,55
2012/4/9,2495.146,1.7349,53.9
2012/4/6,2519.83,1.7501,55.1
2012/4/5,2512.832,1.7501,55.1
2012/3/30,2454.899,1.7282,53.3
2012/3/29,2443.122,1.7409,54.4
2012/3/28,2474.9,1.7652,56.2
2012/3/27,2547.143,1.8048,58.1
2012/3/26,2555.442,1.8115,58.4
2012/3/23,2552.94,1.8221,59.1
2012/3/22,2583.747,1.8462,60.4
2012/3/21,2587.793,1.848,60.5
2012/3/20,2584.445,1.8492,60.7
2012/3/19,2630.013,1.8732,62.5
2012/3/16,2623.52,1.8752,62.6
2012/3/15,2585.546,1.8581,61.4
2012/3/14,2605.106,1.8687,62.2
2012/3/13,2681.073,1.9105,64
2012/3/12,2654.402,1.895,63.4
2012/3/9,2664.302,1.9027,63.8
2012/3/8,2635.791,1.8902,63.2
2012/3/7,2603.005,1.8733,62.5
2012/3/6,2621.052,1.8857,63
2012/3/5,2662.698,1.9138,64.1
2012/3/2,2679.934,1.9298,64.9
2012/3/1,2633.345,1.905,63.8
2012/2/29,2634.143,1.9096,64
2012/2/28,2662.463,1.9276,64.8
2012/2/27,2656.573,1.9224,64.4
2012/2/24,2648.017,1.9162,64.2
2012/2/23,2606.256,1.8926,63.3
2012/2/22,2597.476,1.8884,63.1
2012/2/21,2562.453,1.8737,62.6
2012/2/20,2540.706,1.8604,61.6
2012/2/17,2537.086,1.8566,61.3
2012/2/16,2536.074,1.8546,61.2
2012/2/15,2549.607,1.8639,61.9
2012/2/14,2522.107,1.8488,60.7
2012/2/13,2531.981,1.8562,61.2
2012/2/10,2533.624,1.86,61.5
2012/2/9,2529.231,1.8609,61.7
2012/2/8,2528.236,1.8599,61.5
2012/2/7,2457.954,1.8164,58.7
2012/2/6,2504.322,1.8473,60.5
2012/2/3,2506.09,1.85,60.9
2012/2/2,2486.238,1.8386,60
2012/2/1,2428.994,1.8014,57.9
2012/1/31,2464.26,1.8218,59.1
2012/1/30,2460.72,1.8165,58.7
2012/1/20,2504.086,1.8484,60.6
2012/1/19,2468.35,1.8299,59.5
2012/1/18,2422.189,1.804,58.1
2012/1/17,2460.601,1.8285,59.4
2012/1/16,2345.649,1.7605,55.8
2012/1/13,2394.334,1.7863,57.2
2012/1/12,2435.219,1.8038,58
2012/1/11,2435.608,1.8057,58.2
2012/1/10,2447.349,1.8147,58.6
2012/1/9,2368.57,1.7704,56.4
2012/1/6,2290.601,1.7252,52.9
2012/1/5,2276.385,1.712,51.6
2012/1/4,2298.753,1.7181,52.2
2011/12/30,2345.742,1.7202,52.4
2011/12/29,2311.361,1.7014,49.9
2011/12/28,2307.928,1.698,49.4
2011/12/27,2305.035,1.6955,49
2011/12/26,2335.702,1.7102,51.3
2011/12/23,2359.159,1.7231,52.6
2011/12/22,2341.335,1.7098,51.2
2011/12/21,2339.108,1.7079,50.9
2011/12/20,2377.073,1.7242,52.8
2011/12/19,2384.408,1.7271,53.2
2011/12/16,2390.129,1.7345,53.9
2011/12/15,2340.788,1.7111,51.5
2011/12/14,2397.48,1.7408,54.3
2011/12/13,2421.928,1.7597,55.8
2011/12/12,2477.692,1.7765,56.7
2011/12/9,2503.461,1.7945,57.5
2011/12/8,2525.001,1.8039,58.1
2011/12/7,2528.228,1.8061,58.2
2011/12/6,2516.341,1.8019,58
2011/12/5,2521.385,1.8082,58.2
2011/12/2,2557.311,1.8206,58.9
2011/12/1,2583.613,1.8376,59.9
2011/11/30,2521.52,1.7952,57.5
2011/11/29,2608.569,1.8484,60.6
2011/11/28,2573.321,1.828,59.3
2011/11/25,2569.973,1.8253,59.2
2011/11/24,2588.915,1.8389,60
2011/11/23,2584.011,1.8344,59.7
2011/11/22,2609.475,1.8466,60.4
2011/11/21,2609.687,1.8493,60.7
2011/11/18,2606.495,1.8504,60.9
2011/11/17,2662.017,1.8823,62.9
2011/11/16,2670.116,1.8852,63
2011/11/15,2744.68,1.9329,65
2011/11/14,2750.195,1.937,65.1
2011/11/11,2695.002,1.9014,63.6
2011/11/10,2699.588,1.8998,63.6
2011/11/9,2751.654,1.9369,65
2011/11/8,2727.71,1.9231,64.5
2011/11/7,2736.248,1.9234,64.5
2011/11/4,2763.746,1.9401,65.2
2011/11/3,2744.301,1.925,64.7
2011/11/2,2742.39,1.923,64.5
2011/11/1,2697.534,1.8981,63.5
2011/10/31,2695.307,1.8966,63.5
2011/10/28,2709.017,1.9267,64.8
2011/10/27,2657.478,1.9244,64.6
2011/10/26,2651.652,1.9319,64.9
2011/10/25,2625.425,1.9211,64.3
2011/10/24,2576.669,1.8946,63.3
2011/10/21,2507.877,1.8532,61.1
2011/10/20,2520.532,1.8604,61.6
2011/10/19,2583.081,1.8957,63.4
2011/10/18,2592.209,1.8996,63.6
2011/10/17,2666.951,1.9399,65.1
2011/10/14,2653.782,1.9321,65
2011/10/13,2662.601,1.9362,65
2011/10/12,2644.758,1.9244,64.6
2011/10/11,2551.994,1.8705,62.3
2011/10/10,2557.082,1.8655,62
2011/9/30,2581.351,1.875,62.6
2011/9/29,2588.185,1.8778,62.7
2011/9/28,2610.59,1.8876,63.1
2011/9/27,2637.879,1.9021,63.7
2011/9/26,2610.919,1.8832,62.9
2011/9/23,2669.478,1.9164,64.2
2011/9/22,2685.688,1.9244,64.6
2011/9/21,2771.011,1.9785,65.9
2011/9/20,2689.845,1.9295,64.9
2011/9/19,2679.27,1.9229,64.5
2011/9/16,2733.987,1.9548,65.4
2011/9/15,2729.051,1.9505,65.3
2011/9/14,2733.108,1.9503,65.3
2011/9/13,2720.283,1.9438,65.2
2011/9/9,2751.095,1.9627,65.6
2011/9/8,2756.105,1.9622,65.6
2011/9/7,2779.09,1.973,65.8
2011/9/6,2723.303,1.9397,65.1
2011/9/5,2743.817,1.948,65.2
2011/9/2,2803.854,1.9837,66
2011/9/1,2834.535,2.0045,66.3
2011/8/31,2846.776,2.0152,66.4
2011/8/30,2841.74,2.0121,66.4
2011/8/29,2852.809,2.0192,66.5
2011/8/26,2901.216,2.0585,67.1
2011/8/25,2903.837,2.0918,67.8
2011/8/24,2810.016,2.0377,66.9
2011/8/23,2821.003,2.0472,67
2011/8/22,2777.787,2.0188,66.5
2011/8/19,2807.664,2.0478,67
2011/8/18,2834.254,2.0757,67.5
2011/8/17,2886.013,2.108,68.1
2011/8/16,2897.581,2.1158,68.3
2011/8/15,2917.883,2.135,68.8
2011/8/12,2875.365,2.1115,68.2
2011/8/11,2866.924,2.107,68.1
2011/8/10,2824.12,2.0825,67.7
2011/8/9,2798.19,2.0669,67.3
2011/8/8,2793.897,2.0665,67.3
2011/8/5,2897.417,2.1391,69
2011/8/4,2960.309,2.1895,70.7
2011/8/3,2954.87,2.1875,70.6
2011/8/2,2956.383,2.189,70.6
2011/8/1,2977.721,2.2087,71.2
2011/7/29,2972.079,2.2096,71.3
2011/7/28,2981.002,2.2117,71.4
2011/7/27,3000.052,2.223,72
2011/7/26,2977.766,2.2123,71.5
2011/7/25,2968.289,2.201,71
2011/7/22,3067.985,2.261,73.3
2011/7/21,3059.139,2.2589,73.3
2011/7/20,3091.567,2.2773,73.8
2011/7/19,3095.125,2.2794,73.9
2011/7/18,3122.6,2.2943,74.5
2011/7/15,3128.889,2.2989,74.6
2011/7/14,3115.745,2.2913,74.3
2011/7/13,3106.247,2.2823,74
2011/7/12,3056.905,2.2504,73.1
2011/7/11,3113.206,2.2881,74.2
2011/7/8,3109.183,2.288,74.2
2011/7/7,3101.68,2.2832,74.1
2011/7/6,3113.712,2.2998,74.6
2011/7/5,3122.5,2.3078,74.8
2011/7/4,3121.98,2.3092,74.9
2011/7/1,3049.745,2.2677,73.5
2011/6/30,3044.089,2.242,72.8
2011/6/29,3000.169,2.2145,71.6
2011/6/28,3041.734,2.2357,72.5
2011/6/27,3036.491,2.2353,72.5
2011/6/24,3027.47,2.2298,72.2
2011/6/23,2957.629,2.175,70.2
2011/6/22,2908.582,2.1413,69.1
2011/6/21,2909.073,2.1347,68.8
2011/6/20,2874.896,2.1144,68.2
2011/6/17,2892.157,2.1239,68.4
2011/6/16,2917.578,2.1301,68.6
2011/6/15,2963.119,2.1537,69.5
2011/6/14,2993.559,2.1587,69.6
2011/6/13,2950.348,2.1378,69
2011/6/10,2961.932,2.136,68.9
2011/6/9,2951.889,2.1247,68.5
2011/6/8,3008.652,2.1536,69.5
2011/6/7,3004.262,2.1507,69.4
2011/6/3,2986.349,2.1395,69.1
2011/6/2,2955.705,2.1221,68.4
2011/6/1,3004.173,2.1553,69.6
2011/5/31,3001.556,2.1508,69.4
2011/5/30,2954.506,2.1261,68.6
2011/5/27,2963.308,2.1188,68.3
2011/5/26,2978.381,2.1256,68.5
2011/5/25,2990.343,2.1257,68.5
2011/5/24,3026.223,2.1469,69.2
2011/5/23,3022.98,2.1526,69.4
2011/5/20,3121.596,2.2138,71.6
2011/5/19,3120.639,2.2123,71.5
2011/5/18,3139.379,2.2206,71.9
2011/5/17,3116.028,2.2049,71
2011/5/16,3100.463,2.1968,70.9
2011/5/13,3128.093,2.2168,71.7
2011/5/12,3101.603,2.1958,70.8
2011/5/11,3145.085,2.2251,72
2011/5/10,3153.221,2.2316,72.3
2011/5/9,3129.759,2.2178,71.8
2011/5/6,3121.396,2.2157,71.7
2011/5/5,3126.117,2.2263,72.1
2011/5/4,3129.028,2.2208,71.9
2011/5/3,3211.132,2.2748,73.8
